time,node,metric,unit,n,min,mean,p95,max
2026-09-03T04:33:00Z,gpu-nodes-0,gpu_hbm_used,GiB,208,0.717468,0.720108,0.72113,0.72113
2026-09-03T04:33:00Z,gpu-nodes-0,gpu_power,W,208,186.061,191.522,195.79,199.95
2026-09-03T04:33:00Z,gpu-nodes-0,gpu_utilization,%,208,0,0,0.0,0
2026-09-03T04:33:00Z,gpu-nodes-0,host_cpu_busy,%,25,0.642261,2.03691,3.69383,3.7995
2026-09-03T04:33:00Z,gpu-nodes-0,host_memory_available,GiB,26,2932.63,2935.79,2937.8,2937.85
2026-09-03T04:33:00Z,gpu-nodes-0,ib_rail_rx,GB/s,200,0.0,2.32258e-08,0.0,8.63969e-07
2026-09-03T04:33:00Z,gpu-nodes-0,ib_rail_tx,GB/s,200,0.0,2.32258e-08,0.0,8.63969e-07
2026-09-03T04:33:00Z,gpu-nodes-0,lustre_client_read,GB/s,37,0.0,0.0652536,0.439682,0.718548
2026-09-03T04:33:00Z,gpu-nodes-0,lustre_client_write,GB/s,37,5.34612e-05,0.000371103,0.000792556,0.00196804
2026-09-03T04:33:00Z,gpu-nodes-0,nvlink_gpu_tx,GB/s,200,0.0,0.0,0.0,0.0
2026-09-03T04:33:00Z,gpu-nodes-0,shared_storage_available,TiB,26,0.421768,0.421787,0.421805,0.421806
2026-09-03T04:33:00Z,gpu-nodes-1,gpu_hbm_used,GiB,200,0.717468,0.720059,0.72113,0.72113
2026-09-03T04:33:00Z,gpu-nodes-1,gpu_power,W,200,183.741,189.395,196.139,203.499
2026-09-03T04:33:00Z,gpu-nodes-1,gpu_utilization,%,200,0,0,0.0,0
2026-09-03T04:33:00Z,gpu-nodes-1,host_cpu_busy,%,24,0.600132,1.78041,3.70544,4.07912
2026-09-03T04:33:00Z,gpu-nodes-1,host_memory_available,GiB,25,2949.93,2953.05,2955.14,2955.18
2026-09-03T04:33:00Z,gpu-nodes-1,ib_rail_rx,GB/s,192,0.0,1.76921e-08,2.02649e-07,2.22118e-07
2026-09-03T04:33:00Z,gpu-nodes-1,ib_rail_tx,GB/s,192,0.0,1.76921e-08,2.02649e-07,2.22118e-07
2026-09-03T04:33:00Z,gpu-nodes-1,lustre_client_read,GB/s,35,0.0,0.0679259,0.41473,0.554575
2026-09-03T04:33:00Z,gpu-nodes-1,lustre_client_write,GB/s,35,5.33302e-05,0.000368397,0.000561992,0.00162064
2026-09-03T04:33:00Z,gpu-nodes-1,nvlink_gpu_tx,GB/s,192,0.0,0.0,0.0,0.0
2026-09-03T04:33:00Z,gpu-nodes-1,shared_storage_available,TiB,25,0.421768,0.421787,0.421804,0.421805
2026-09-03T04:33:00Z,gpu-nodes-2,gpu_hbm_used,GiB,200,0.717468,0.719707,0.72113,0.72113
2026-09-03T04:33:00Z,gpu-nodes-2,gpu_power,W,200,187.376,192.556,197.504,201.123
2026-09-03T04:33:00Z,gpu-nodes-2,gpu_utilization,%,200,0,0,0.0,0
2026-09-03T04:33:00Z,gpu-nodes-2,host_cpu_busy,%,24,0.643938,1.22505,2.85271,3.19103
2026-09-03T04:33:00Z,gpu-nodes-2,host_memory_available,GiB,25,2960.54,2962.6,2963.97,2963.99
2026-09-03T04:33:00Z,gpu-nodes-2,ib_rail_rx,GB/s,192,0.0,2.40014e-08,0.0,5.76762e-07
2026-09-03T04:33:00Z,gpu-nodes-2,ib_rail_tx,GB/s,192,0.0,2.40014e-08,0.0,5.76762e-07
2026-09-03T04:33:00Z,gpu-nodes-2,lustre_client_read,GB/s,34,0.0,0.0571499,0.296718,0.40394
2026-09-03T04:33:00Z,gpu-nodes-2,lustre_client_write,GB/s,34,2.99707e-05,0.000372227,0.000556989,0.00190555
2026-09-03T04:33:00Z,gpu-nodes-2,nvlink_gpu_tx,GB/s,192,0.0,0.0,0.0,0.0
2026-09-03T04:33:00Z,gpu-nodes-2,shared_storage_available,TiB,25,0.421769,0.421787,0.421804,0.421806
2026-09-03T04:33:00Z,gpu-nodes-3,gpu_hbm_used,GiB,200,0.717468,0.720056,0.72113,0.72113
2026-09-03T04:33:00Z,gpu-nodes-3,gpu_power,W,200,193.275,196.045,199.088,205.801
2026-09-03T04:33:00Z,gpu-nodes-3,gpu_utilization,%,200,0,0,0.0,0
2026-09-03T04:33:00Z,gpu-nodes-3,host_cpu_busy,%,24,0.598521,1.35478,3.45385,3.58677
2026-09-03T04:33:00Z,gpu-nodes-3,host_memory_available,GiB,25,2949.37,2951.95,2953.48,2953.52
2026-09-03T04:33:00Z,gpu-nodes-3,ib_rail_rx,GB/s,192,0.0,2.29566e-08,2.11197e-07,8.63749e-07
2026-09-03T04:33:00Z,gpu-nodes-3,ib_rail_tx,GB/s,192,0.0,2.29566e-08,2.11197e-07,8.63749e-07
2026-09-03T04:33:00Z,gpu-nodes-3,lustre_client_read,GB/s,32,0.0,0.0620409,0.459396,0.687938
2026-09-03T04:33:00Z,gpu-nodes-3,lustre_client_write,GB/s,32,3.7581e-05,0.000381087,0.000680982,0.00160505
2026-09-03T04:33:00Z,gpu-nodes-3,nvlink_gpu_tx,GB/s,192,0.0,0.0,0.0,0.0
2026-09-03T04:33:00Z,gpu-nodes-3,shared_storage_available,TiB,25,0.421768,0.421787,0.421803,0.421805
2026-09-03T04:34:00Z,gpu-nodes-0,gpu_hbm_used,GiB,480,0.72113,7.28133,57.4153,57.4153
2026-09-03T04:34:00Z,gpu-nodes-0,gpu_power,W,480,185.99,222.68,256.191,265.826
2026-09-03T04:34:00Z,gpu-nodes-0,gpu_utilization,%,480,0,0.35625,3.0,22
2026-09-03T04:34:00Z,gpu-nodes-0,host_cpu_busy,%,60,1.57095,3.39307,4.74458,5.51798
2026-09-03T04:34:00Z,gpu-nodes-0,host_memory_available,GiB,60,2840.85,2920.91,2932.18,2932.5
2026-09-03T04:34:00Z,gpu-nodes-0,ib_rail_rx,GB/s,480,0.0,3.51398e-08,2.87745e-07,7.65181e-06
2026-09-03T04:34:00Z,gpu-nodes-0,ib_rail_tx,GB/s,480,0.0,3.57234e-08,2.87745e-07,7.93195e-06
2026-09-03T04:34:00Z,gpu-nodes-0,lustre_client_read,GB/s,60,3.69963e-07,0.0710441,0.244637,0.639183
2026-09-03T04:34:00Z,gpu-nodes-0,lustre_client_write,GB/s,60,5.75265e-05,0.000530309,0.000860149,0.00107791
2026-09-03T04:34:00Z,gpu-nodes-0,nvlink_gpu_tx,GB/s,480,0.0,4.47952e-08,0.0,5.11945e-06
2026-09-03T04:34:00Z,gpu-nodes-0,shared_storage_available,TiB,60,0.421658,0.421718,0.421763,0.421767
2026-09-03T04:34:00Z,gpu-nodes-1,gpu_hbm_used,GiB,480,0.72113,7.21525,57.4153,57.4153
2026-09-03T04:34:00Z,gpu-nodes-1,gpu_power,W,480,183.743,220.564,256.947,264.639
2026-09-03T04:34:00Z,gpu-nodes-1,gpu_utilization,%,480,0,0.295833,2.0,10
2026-09-03T04:34:00Z,gpu-nodes-1,host_cpu_busy,%,60,1.21813,3.02104,4.212,4.46199
2026-09-03T04:34:00Z,gpu-nodes-1,host_memory_available,GiB,60,2855.78,2938.47,2949.29,2949.75
2026-09-03T04:34:00Z,gpu-nodes-1,ib_rail_rx,GB/s,480,0.0,3.57048e-08,0.0,7.92396e-06
2026-09-03T04:34:00Z,gpu-nodes-1,ib_rail_tx,GB/s,480,0.0,3.51218e-08,0.0,7.6441e-06
2026-09-03T04:34:00Z,gpu-nodes-1,lustre_client_read,GB/s,60,3.70943e-07,0.0726392,0.221337,0.663275
2026-09-03T04:34:00Z,gpu-nodes-1,lustre_client_write,GB/s,60,5.74085e-05,0.000530113,0.0012028,0.00136603
2026-09-03T04:34:00Z,gpu-nodes-1,nvlink_gpu_tx,GB/s,480,0.0,6.39908e-08,0.0,5.11927e-06
2026-09-03T04:34:00Z,gpu-nodes-1,shared_storage_available,TiB,60,0.421658,0.421717,0.421762,0.421767
